52417572	-12	-17	14	23
52418668	-15	-66	16	88
52419792	-16	-114	16	149
52420968	-16	-139	15	168
52422160	-20	-157	17	170
52423336	-20	-156	16	149
52424528	-21	-166	15	141
52425704	-18	-177	13	140
52426908	-23	-188	14	145
52428084	-23	-196	14	143
52429276	-24	-216	13	146
52430448	-22	-207	11	124
52431636	-26	-210	12	116
52432816	-26	-214	11	108
52434008	-27	-216	11	102
52435180	-23	-217	8	94
52436296	-29	-200	9	79
52437392	-24	-216	7	80
52438504	-25	-207	7	71
52439600	-31	-214	8	70
52440716	-26	-221	5	70
52441816	-27	-225	6	65
52442928	-32	-247	5	66
52444024	-28	-232	4	57
52445140	-28	-236	4	53
52446240	-34	-238	4	48
52447356	-29	-259	2	43
52448452	-29	-241	2	33
52449564	-34	-249	1	27
52450660	-31	-252	1	20
52451780	-30	-256	0	15
52452876	-36	-279	0	9
52453952	-32	-242	0	1
52455012	-31	-264	-1	-3
52456124	-32	-267	-2	-12
52457252	-38	-288	-4	-19
52458404	-32	-287	-3	-25
52459540	-38	-265	-4	-28
52460688	-33	-285	-5	-36
52461824	-39	-268	-6	-41
52462976	-33	-294	-5	-54
52464108	-39	-297	-7	-59
52465256	-33	-298	-7	-62
52466388	-39	-276	-8	-62
52467536	-33	-293	-8	-70
52468668	-39	-269	-10	-68
52469868	-38	-286	-10	-77
52471036	-34	-304	-10	-86
52472224	-39	-287	-11	-86
52473396	-38	-294	-12	-95
52474584	-39	-300	-13	-103
52475796	-33	-296	-12	-108
52477028	-38	-311	-14	-124
52478240	-38	-303	-14	-131
52479464	-37	-275	-15	-130
52480676	-37	-289	-16	-150
52481904	-37	-262	-16	-147
52483116	-37	-273	-17	-165
52484340	-36	-266	-17	-173
52485548	-35	-239	-18	-160
52486772	-36	-243	-19	-163
52487984	-35	-220	-19	-152
52489208	-34	-233	-20	-171
52490420	-34	-214	-20	-169
52491644	-33	-233	-20	-193
52492856	-32	-223	-21	-189
52494080	-32	-237	-21	-210
52495284	-31	-217	-22	-200
52496516	-29	-226	-22	-218
52497724	-30	-222	-22	-221
52498952	-28	-204	-23	-209
52500160	-28	-214	-23	-228
52501384	-27	-195	-24	-216
52502596	-22	-197	-20	-228
52503828	-29	-172	-28	-208
52505036	-21	-174	-21	-226
52506260	-24	-152	-25	-214
52507468	-22	-150	-24	-232
52508700	-22	-139	-25	-235
52509912	-20	-129	-26	-225
52511136	-20	-137	-26	-249
52512344	-19	-123	-25	-239
52513568	-18	-120	-26	-257
52514780	-17	-96	-27	-235
52515972	-15	-90	-26	-243
52517144	-15	-78	-26	-230
52518328	-11	-77	-23	-237
52519500	-13	-73	-27	-241
52520688	-12	-67	-27	-244
52521860	-11	-60	-26	-243
52523052	-8	-50	-23	-236
52524184	-8	-39	-27	-229
52525332	-6	-29	-23	-214
52526464	-7	-25	-27	-239
52527612	-5	-18	-24	-245
52528744	-5	-9	-26	-233
52529860	-2	-1	-23	-232
52530952	-3	7	-23	-231
52532044	-1	15	-27	-239
52533156	0	18	-23	-214
52534268	0	24	-23	-210
52535372	0	32	-27	-213
52536484	2	45	-23	-235
52537580	3	51	-22	-225
52538696	4	60	-27	-229
52539796	5	65	-22	-226
52540912	5	69	-23	-223
52542008	7	81	-26	-240
52543120	7	82	-22	-226
52544216	8	91	-22	-230
52545328	10	100	-26	-231
52546500	9	120	-21	-248
52547660	12	130	-26	-245
52548836	13	134	-25	-239
52550028	12	131	-21	-230
52551200	15	133	-25	-223
52552388	16	151	-24	-237
52553564	17	150	-24	-217
52554760	15	158	-20	-214
52555936	19	165	-24	-210
52557128	19	174	-23	-209
52558300	21	184	-23	-212
52559488	18	193	-20	-217
52560660	22	200	-22	-219
52561856	23	219	-22	-230
52563036	24	211	-22	-211
52564224	25	215	-21	-207
52565396	22	218	-19	-205
52566588	27	223	-20	-200
52567760	27	226	-21	-197
52568956	28	248	-20	-206
52570136	25	239	-17	-193
52571324	30	248	-19	-196
52572496	30	255	-19	-192
52573688	31	254	-18	-181
52574864	27	251	-16	-175
52576056	31	257	-18	-177
